№,Название,Адрес,Телефон,Рейтинг,Отзывов,Фото,Средний чек,Категории,URL 2GIS,HTML файл
1564,Agugai,"шоссе Коргалжын, 76, Астана",+77761722020,4.5,59,16,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001089875246,cafe_1564.html
1565,Old Chester grill pub,"Кабанбай батыр проспект, 38/3, Астана",+77080080860,4.8,114,33,8000 тнг,Чек 8000 тнг,https://2gis.kz/astana/firm/70000001102511377,cafe_1565.html
1566,Таймас,"улица Бактыораза Бейсекбаева, 30, Астана",+77475252215,3.6,30,3,Не указано,"Халяльная кухня, До 75 мест, Кофе с собой, Чай с собой",https://2gis.kz/astana/firm/70000001055964368,cafe_1566.html
1567,Solt,"улица Айнакол, 60, Астана",+77752139155,4.4,92,85,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001023880724,cafe_1567.html
1568,Anakonda,"проспект Богенбай батыра, 62/1 киоск, Астана",+77755225942,4.7,214,38,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001046633670,cafe_1568.html
1569,Vanilla coffee,"ЖК Манхэттен 2, улица Анет баба, 11/1, Астана",+77757307588,4.1,28,23,Не указано,"Кондитерская, Торты, Розница, Пандус, Доступный вход для людей с инвалидностью",https://2gis.kz/astana/firm/70000001067362569,cafe_1569.html
1570,Мырза Донер,"улица Шаймерден Косшыгулулы, 17, Астана",+77753074939,4.2,356,85,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001023601478,cafe_1570.html
1571,Столичная,"проспект Женис, 10, Астана",+77172323232,4.3,209,59,1550 тнг,Чек 1550 тнг,https://2gis.kz/astana/firm/70000001023680852,cafe_1571.html
1572,Еламан,"Амангельды Иманова улица, 34, Астана",+77759099998,3.6,199,36,Не указано,"До 70 мест, Кофе с собой, Чай с собой",https://2gis.kz/astana/firm/70000001019560476,cafe_1572.html
1573,Фергана,"улица Балкантау, 213, Астана",+77172405254,4.2,144,57,6000 тнг,Чек 6000 тнг,https://2gis.kz/astana/firm/70000001018124663,cafe_1573.html
1574,Bull&Bear,"улица Алексея Петрова, 23, Астана",+77472075252,4.6,100,63,4000 тнг,Чек 4000 тнг,https://2gis.kz/astana/firm/70000001082030623,cafe_1574.html
1575,Lazio.kz,"проспект Абая, 36г, Астана",+77058877421,4.7,176,158,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001056928342,cafe_1575.html
1576,Sherbet,"улица Хусейн бен Талал, 30, Астана",+77479029465,4.8,91,72,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001078246865,cafe_1576.html
1577,Харчо-Хинкали,"проспект Бауыржан Момышулы, 2Б, Астана",+77014900997,4.6,178,73,4500 тнг,Чек 4500 тнг,https://2gis.kz/astana/firm/70000001091753817,cafe_1577.html
1578,CTR Chicken,"улица Жумекен Нажимеденов, 26, Астана",+77751595410,4.7,235,21,2200 тнг,Чек 2200 тнг,https://2gis.kz/astana/firm/70000001099156691,cafe_1578.html
1579,Burger King,"Илияса Жансугурова улица, 8/1, Астана",Не указано,3.3,16,10,Не указано,Кафе,https://2gis.kz/astana/firm/70000001110111061,cafe_1579.html
1580,Aksam,"улица Динмухамед Конаев, 7, Астана",+77172245050,4.8,29,37,15000 тнг,Чек 15000 тнг,https://2gis.kz/astana/firm/70000001022255464,cafe_1580.html
1581,Тайм Аут,"ЖК Манхэттен 2, улица Анет баба, 11/1, Астана",+77055579896,4.7,148,55,9000 тнг,Чек 9000 тнг,https://2gis.kz/astana/firm/70000001037659633,cafe_1581.html
1582,Altai,"проспект Абая, 63, Астана",+77026394045,4.3,156,72,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001068783938,cafe_1582.html
1583,Иzюм,"проспект Абылай хана, 27а, Астана",+77756091317,4.8,181,56,1800 тнг,Чек 1800 тнг,https://2gis.kz/astana/firm/70000001077519199,cafe_1583.html
1584,Hardee`s,"Кабанбай батыр проспект, 62, Астана",7001,4.4,1538,104,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001028298091,cafe_1584.html
1585,Бибигон,"Илияса Жансугурова улица, 8/2 киоск, Астана",+77777779209,4.2,486,41,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001028719047,cafe_1585.html
1586,Алые Паруса,"улица Достык, 9, Астана",+77006466572,4.6,478,91,Не указано,"Суши, Пицца, Пандус, Широкий лифт, Нет двери / есть автоматическая дверь",https://2gis.kz/astana/firm/70000001061276094,cafe_1586.html
1587,Lazio.kz,"проспект Абая, 36г, Астана",+77058877421,4.7,176,158,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001056928342,cafe_1587.html
1588,Sherbet,"улица Хусейн бен Талал, 30, Астана",+77479029465,4.8,91,72,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001078246865,cafe_1588.html
1589,Харчо-Хинкали,"проспект Бауыржан Момышулы, 2Б, Астана",+77014900997,4.6,178,73,4500 тнг,Чек 4500 тнг,https://2gis.kz/astana/firm/70000001091753817,cafe_1589.html
1590,CTR Chicken,"улица Жумекен Нажимеденов, 26, Астана",+77751595410,4.7,235,21,2200 тнг,Чек 2200 тнг,https://2gis.kz/astana/firm/70000001099156691,cafe_1590.html
1591,DonerChiki,"улица Абикен Бектуров, 3, Астана",+77007107030,4.6,165,94,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001093837818,cafe_1591.html
1592,Мариям,"улица Достык, 13, Астана",+77718461400,Нет рейтинга,60,114,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001099068164,cafe_1592.html
1593,Black Star Burger,"проспект Туран, 37, Астана",+77784675706,3.8,550,92,3500 тнг,Чек 3500 тнг,https://2gis.kz/astana/firm/70000001056623228,cafe_1593.html
1594,ChikenDar,"улица Сыганак, 14, Астана",+77474859580,4.9,177,83,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001081281005,cafe_1594.html
1595,Kral,"шоссе Алаш, 39а, Астана",+77011818001,4.2,71,12,5500 тнг,Чек 5500 тнг,https://2gis.kz/astana/firm/70000001023439753,cafe_1595.html
1596,Beer bar,"улица Шаймерден Косшыгулулы, 21, Астана",+77088419078,4.8,129,59,3500 тнг,Чек 3500 тнг,https://2gis.kz/astana/firm/70000001063735838,cafe_1596.html
1597,Пошашлычим,"улица Кажымукан, 6а, Астана",+77027477737,4.8,445,20,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001048402342,cafe_1597.html
1598,Pizza City,"проспект Туран, 37, Астана",+77785625126,4.4,240,45,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001022525167,cafe_1598.html
1599,Doner Eurаsia,"улица Кажымукан, 16, Астана",+77753861512,4.5,143,42,Не указано,Кафе,https://2gis.kz/astana/firm/70000001103102944,cafe_1599.html
1600,Eliks,"шоссе Коргалжын, 8, Астана",+77712418690,4.8,19,15,Не указано,"Кофе с собой, Лимонад",https://2gis.kz/astana/firm/70000001087011346,cafe_1600.html
1601,Chicken Balapan,"улица Анет баба, 9/2, Астана",+77716714226,4.7,82,48,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001101427126,cafe_1601.html
1602,Boroda Dos Bar,"улица Куйши Дина, 28, Астана",+77761706677,4.7,286,93,3000 тнг,"Лучший бар 2022, Чек 3000 тнг",https://2gis.kz/astana/firm/70000001019610104,cafe_1602.html
1603,Toyam,"улица Аманжол Болекпаев, 15киоск, Астана",+77013090309,4.7,295,53,2000 тнг,Чек 2000 тнг,https://2gis.kz/astana/firm/70000001090826042,cafe_1603.html
1604,Асхана №1,"Жанибек хандар улица, 2/1, Астана",+77753072287,4.6,82,35,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001096837171,cafe_1604.html
1605,Ozyurt,"Кабанбай батыр проспект, 21, Астана",+77750252544,4.2,12,7,6000 тнг,Чек 6000 тнг,https://2gis.kz/astana/firm/70000001110739984,cafe_1605.html
1606,Qazan,"проспект Магжана Жумабаева, 39, Астана",+77075259975,4.9,47,44,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001109605138,cafe_1606.html
1607,Segafredo Caffe,"проспект Абая, 22, Астана",+77055967777,4.4,100,28,4000 тнг,Чек 4000 тнг,https://2gis.kz/astana/firm/70000001018691377,cafe_1607.html
1608,Rest cafe,"улица Санжара Асфендиярова, 5, Астана",+77057778826,4.9,47,96,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001104077427,cafe_1608.html
1609,Marhabat,"проспект Мангилик Ел, 17, Астана",+77783033082,Нет рейтинга,506,184,1600 тнг,Чек 1600 тнг,https://2gis.kz/astana/firm/70000001041529454,cafe_1609.html
1610,Home Kitchen,"проспект Мангилик Ел, 53, Астана",+77788289168,4.4,289,115,3350 тнг,Чек 3350 тнг,https://2gis.kz/astana/firm/70000001056079740,cafe_1610.html
1611,Alfredo Food,"улица Обаган, 10, Астана",+77784939720,4.9,272,66,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001101644767,cafe_1611.html
1612,Budapest,"улица Кенесары, 1, Астана",+77001570536,4.4,57,88,6000 тнг,Чек 6000 тнг,https://2gis.kz/astana/firm/70000001029127720,cafe_1612.html
1613,Шанырақ,"улица Максут Нарикбаев, 9, Астана",+77751007866,4.8,108,79,4000 тнг,Чек 4000 тнг,https://2gis.kz/astana/firm/70000001094709384,cafe_1613.html
1614,Value,"Кабанбай батыр проспект, 59/3, Астана",+77773052347,4.4,288,142,3500 тнг,Чек 3500 тнг,https://2gis.kz/astana/firm/70000001079029072,cafe_1614.html
1615,Жарқыл,"улица Маскеу, 14/4, Астана",+77754392225,3.3,46,13,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001032511454,cafe_1615.html
1616,ResPUBlika,"улица Санжара Асфендиярова, 7, Астана",+77759993099,4.7,215,95,8000 тнг,Чек 8000 тнг,https://2gis.kz/astana/firm/70000001079705492,cafe_1616.html
1617,Береке,"Жанибек хандар улица, 28, Астана",+77025830689,4.3,185,126,Не указано,"Кофе с собой, Чай с собой, Кондитерская, Бенто-торты, Торты",https://2gis.kz/astana/firm/70000001021562215,cafe_1617.html
1618,Күшті,"ЖК Sezim Qala. Baqyt, улица Розы Баглановой, 2, Астана",+77016163383,4.2,136,95,Не указано,"Восточная кухня, Европейская кухня, Спортивные трансляции, VIP-зал, До 40 мест",https://2gis.kz/astana/firm/70000001061275462,cafe_1618.html
1619,Max Food Family,"улица Жумекен Нажимеденов, 26, Астана",+77066230911,4.3,38,6,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001102539011,cafe_1619.html
1620,Пивной Барон,"проспект Улы Дала, 45/1, Астана",+77769890303,4.5,61,35,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001048488205,cafe_1620.html
1621,Däm Burger,"улица Сарайшык, 5, Астана",+77770000720,4.4,148,116,2500 тнг,"Скидки, Чек 2500 тнг",https://2gis.kz/astana/firm/70000001099176799,cafe_1621.html
1622,Hardee`s,"шоссе Коргалжын, 1, Астана",7001,4.1,579,56,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001020144909,cafe_1622.html
1623,Карағанды,"улица Бейбитшилик, 16, Астана",+77759943404,4.9,51,33,Не указано,Кафе,https://2gis.kz/astana/firm/70000001100780010,cafe_1623.html
1624,Street Doner,"проспект Бауыржан Момышулы, 13/1, Астана",+77076115867,4.9,180,36,Не указано,Шаурма,https://2gis.kz/astana/firm/70000001104399256,cafe_1624.html
1625,BJ,"улица Ахмет Байтурсынулы, 51, Астана",+77764192423,4.8,117,139,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001084434146,cafe_1625.html
1626,Ташкент,"Гете улица, 1/2, Астана",+77752728474,4.5,150,14,2500 тнг,Чек 2500 тнг,https://2gis.kz/astana/firm/70000001018080011,cafe_1626.html
1627,Altyn Pub,"проспект Абая, 8, Астана",+77077576006,4.6,115,96,4000 тнг,Чек 4000 тнг,https://2gis.kz/astana/firm/70000001092071861,cafe_1627.html
1628,Italita,"Кабанбай батыр проспект, 62, Астана",+77078014848,4.6,581,46,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001092039819,cafe_1628.html
1629,Московский клуб,"улица Мухтара Ауэзова, 39, Астана",+77088883156,4.4,105,52,Не указано,Кафе,https://2gis.kz/astana/firm/70000001027644828,cafe_1629.html
1630,Төре,"улица Сыганак, 2, Астана",+77014988860,4.9,28,82,3000 тнг,Чек 3000 тнг,https://2gis.kz/astana/firm/70000001100327655,cafe_1630.html
1631,Бибигон,"Александр Кравцов улица, 6г киоск, Астана",+77777779209,4.1,102,6,1500 тнг,Чек 1500 тнг,https://2gis.kz/astana/firm/70000001024847102,cafe_1631.html
1632,Skalka,"улица Ирченко, 31, Астана",+77777005588,4.5,394,153,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001031410470,cafe_1632.html
1633,Була из Жамбула,"улица Габит Мусрепов, 2, Астана",+77474445903,4.6,111,158,Не указано,"Восточная кухня, До 100 мест, Шашлык, Манты, Картофель-фри",https://2gis.kz/astana/firm/70000001090280072,cafe_1633.html
1634,Chickenastana,"улица Григория Потанина, 6/2, Астана",+77473851774,4.5,66,31,Не указано,"Пицца, Крылышки, Пандус, Доступный вход для людей с инвалидностью",https://2gis.kz/astana/firm/70000001097439644,cafe_1634.html
1635,Шашлычная столица,"21, Астана",+77012530260,4.7,154,36,5000 тнг,Чек 5000 тнг,https://2gis.kz/astana/firm/70000001101108412,cafe_1635.html
